Algoritmo; tempo
NextFit;792500
NextFit;9700
NextFit;7800
NextFit;6800
NextFit;7200
NextFit;9100
NextFit;7300
NextFit;6600
NextFit;6600
NextFit;8000
NextFit;6800
NextFit;6300
NextFit;6900
NextFit;12300
NextFit;7600
NextFit;7600
NextFit;7700
NextFit;6000
NextFit;7700
NextFit;6800
NextFit;7600
NextFit;6500
NextFit;7200
NextFit;7100
NextFit;6100
NextFit;6200
NextFit;6700
NextFit;6900
NextFit;6600
NextFit;8200
NextFit;7800
NextFit;7700
NextFit;6600
NextFit;6900
NextFit;6900
NextFit;6400
NextFit;6400
NextFit;8000
NextFit;7300
NextFit;10700
NextFit;6500
NextFit;7200
NextFit;10700
NextFit;6600
NextFit;6400
NextFit;8100
NextFit;6800
NextFit;9600
NextFit;7600
NextFit;7100
NextFit;6300
NextFit;6400
NextFit;8400
NextFit;6900
NextFit;6500
NextFit;7200
NextFit;9600
NextFit;6800
NextFit;6500
NextFit;7800
NextFit;6800
NextFit;6500
NextFit;7800
NextFit;7500
NextFit;6500
NextFit;6600
NextFit;7200
NextFit;7500
NextFit;6500
NextFit;6300
NextFit;6900
NextFit;8000
NextFit;6200
NextFit;7200
NextFit;7500
NextFit;6400
NextFit;6800
NextFit;7100
NextFit;6800
NextFit;6500
NextFit;7300
NextFit;6400
NextFit;8400
NextFit;6600
NextFit;8100
NextFit;6600
NextFit;5700
NextFit;6300
NextFit;6200
NextFit;8000
NextFit;6600
NextFit;6600
NextFit;5800
NextFit;7300
NextFit;6600
NextFit;6200
NextFit;5500
NextFit;6000
NextFit;7100
NextFit;6600
NextFit;5600
NextFit;5900
NextFit;6400
NextFit;6000
NextFit;7200
NextFit;6400
NextFit;6200
NextFit;6300
NextFit;6300
NextFit;6100
NextFit;6400
NextFit;6200
NextFit;6400
NextFit;6700
NextFit;7100
NextFit;5700
NextFit;7100
NextFit;6800
NextFit;8300
NextFit;9100
NextFit;6600
NextFit;6300
NextFit;7100
NextFit;7200
NextFit;6800
NextFit;6300
NextFit;8100
NextFit;10600
NextFit;6600
NextFit;6400
NextFit;7000
NextFit;6200
NextFit;6500
NextFit;6800
NextFit;7700
NextFit;6300
NextFit;6200
NextFit;7600
NextFit;6600
NextFit;6200
NextFit;15600
NextFit;8200
NextFit;7700
NextFit;7300
NextFit;7300
NextFit;6100
NextFit;6200
NextFit;6900
NextFit;7200
NextFit;6800
NextFit;6500
NextFit;6900
NextFit;6200
NextFit;6200
NextFit;6100
NextFit;6800
NextFit;8200
NextFit;6600
NextFit;6800
NextFit;7500
NextFit;6200
NextFit;6700
NextFit;7000
NextFit;7700
NextFit;6500
NextFit;7500
NextFit;7700
NextFit;7100
NextFit;6800
NextFit;8000
NextFit;7300
NextFit;12700
NextFit;6600
NextFit;7000
NextFit;6800
NextFit;7100
NextFit;7600
NextFit;6600
NextFit;7900
NextFit;6200
NextFit;7000
NextFit;6700
NextFit;6100
NextFit;8200
NextFit;7400
NextFit;6800
NextFit;8000
NextFit;7800
NextFit;7000
NextFit;7000
NextFit;7300
NextFit;8100
NextFit;6400
NextFit;7200
NextFit;7100
NextFit;6700
NextFit;7000
NextFit;6400
NextFit;6800
NextFit;7800
NextFit;6400
NextFit;6200
NextFit;3800
NextFit;3500
NextFit;4800
NextFit;4000
NextFit;4300
NextFit;3800
NextFit;4400
NextFit;3500
NextFit;3700
NextFit;4800
NextFit;3900
NextFit;4600
NextFit;3600
NextFit;4500
NextFit;4000
NextFit;4000
NextFit;3700
NextFit;3400
NextFit;3400
NextFit;3900
NextFit;3400
NextFit;5100
NextFit;3500
NextFit;4000
NextFit;4000
NextFit;4700
NextFit;3800
NextFit;3400
NextFit;5700
NextFit;3400
NextFit;3400
NextFit;3300
NextFit;3300
NextFit;3300
NextFit;3900
NextFit;3500
NextFit;3600
NextFit;4000
NextFit;3700
NextFit;3800
NextFit;4000
NextFit;3400
NextFit;20200
NextFit;4500
NextFit;3800
NextFit;3200
NextFit;4300
NextFit;3200
NextFit;3500
NextFit;3300
NextFit;4600
NextFit;3200
NextFit;2900
NextFit;4400
NextFit;3000
NextFit;3100
NextFit;3900
NextFit;3100
NextFit;14500
NextFit;3000
NextFit;3000
NextFit;2900
NextFit;4200
NextFit;3500
NextFit;2700
NextFit;3700
NextFit;2600
NextFit;2500
NextFit;2700
NextFit;2600
NextFit;2600
NextFit;2500
NextFit;2700
NextFit;4200
NextFit;3100
NextFit;4100
NextFit;3000
NextFit;2900
NextFit;2900
NextFit;3000
NextFit;4300
NextFit;2900
NextFit;3200
NextFit;3400
NextFit;2800
NextFit;2900
NextFit;2900
NextFit;2900
NextFit;4500
NextFit;3400
NextFit;2600
NextFit;2500
NextFit;2500
NextFit;2900
NextFit;2200
NextFit;5000
NextFit;2700
NextFit;7800
NextFit;2300
NextFit;3700
NextFit;2500
NextFit;2400
NextFit;9000
NextFit;2900
NextFit;2400
NextFit;2300
NextFit;2300
NextFit;2400
NextFit;2200
NextFit;2400
NextFit;3200
NextFit;2400
NextFit;2300
NextFit;2700
NextFit;2600
NextFit;2300
NextFit;2300
NextFit;3200
NextFit;2300
NextFit;2300
NextFit;2300
NextFit;2200
NextFit;2800
NextFit;2300
NextFit;2300
NextFit;10100
NextFit;2200
NextFit;2200
NextFit;2200
NextFit;2200
NextFit;2200
NextFit;2300
NextFit;3900
NextFit;2200
NextFit;2200
NextFit;2200
NextFit;2200
NextFit;2300
NextFit;2300
NextFit;2800
NextFit;2300
NextFit;10200
NextFit;2900
NextFit;2300
NextFit;2400
NextFit;2300
NextFit;2200
NextFit;5600
NextFit;2300
NextFit;2400
NextFit;2300
NextFit;2300
NextFit;3900
NextFit;2200
NextFit;3300
NextFit;2200
NextFit;2300
NextFit;2200
NextFit;2300
NextFit;2200
NextFit;2200
NextFit;2200
NextFit;3500
NextFit;2200
NextFit;2200
NextFit;2300
NextFit;2100
NextFit;2900
NextFit;3500
NextFit;15800
NextFit;1900
NextFit;2000
NextFit;2500
NextFit;1900
NextFit;2000
NextFit;1900
NextFit;2000
NextFit;2000
NextFit;2200
NextFit;1900
NextFit;2000
NextFit;5000
NextFit;1700
NextFit;1800
NextFit;2600
NextFit;4100
NextFit;1700
NextFit;2300
NextFit;1800
NextFit;2100
NextFit;2600
NextFit;2100
NextFit;1800
NextFit;1800
NextFit;1800
NextFit;1700
NextFit;2100
NextFit;1800
NextFit;2600
NextFit;1800
NextFit;1700
NextFit;2000
NextFit;2100
NextFit;1800
NextFit;1800
NextFit;2700
NextFit;1700
NextFit;1800
NextFit;1700
NextFit;1700
NextFit;1700
NextFit;2100
NextFit;1700
NextFit;1800
NextFit;2000
NextFit;1900
NextFit;6500
NextFit;2000
NextFit;2100
NextFit;2100
NextFit;14000
NextFit;2400
NextFit;10600
NextFit;1800
NextFit;3400
NextFit;2000
NextFit;1900
NextFit;6500
NextFit;2000
NextFit;1900
NextFit;1900
NextFit;2500
NextFit;2100
NextFit;2000
NextFit;3000
NextFit;1900
NextFit;2000
NextFit;1900
NextFit;1900
NextFit;11400
NextFit;1200
NextFit;1100
NextFit;2300
NextFit;1100
NextFit;1000
NextFit;1000
NextFit;1000
NextFit;1000
NextFit;1000
NextFit;1900
NextFit;1000
NextFit;1100
NextFit;1100
NextFit;4200
NextFit;1300
NextFit;1100
NextFit;1100
