Algoritmo; tempo
NextFit;10116000
NextFit;47400
NextFit;55700
NextFit;35000
NextFit;32300
NextFit;60200
NextFit;70600
NextFit;31700
NextFit;45500
NextFit;29000
NextFit;23800
NextFit;26700
NextFit;25000
NextFit;53500
NextFit;20400
NextFit;31000
NextFit;40000
NextFit;19000
NextFit;54200
NextFit;22900
NextFit;30600
NextFit;18200
NextFit;27500
NextFit;16900
NextFit;18500
NextFit;16200
NextFit;38300
NextFit;19300
NextFit;17200
NextFit;19000
NextFit;17100
NextFit;29500
NextFit;13400
NextFit;14600
NextFit;14800
NextFit;12600
NextFit;14900
NextFit;12600
NextFit;14900
NextFit;14800
NextFit;12700
NextFit;14300
NextFit;12800
NextFit;13500
NextFit;12500
NextFit;13900
NextFit;15000
NextFit;11900
NextFit;28600
NextFit;11500
NextFit;14200
NextFit;15200
NextFit;12100
NextFit;13700
NextFit;12200
NextFit;14500
NextFit;14000
NextFit;11600
NextFit;22200
NextFit;8900
NextFit;11200
NextFit;27300
NextFit;8900
NextFit;11000
NextFit;22100
NextFit;10600
NextFit;8600
NextFit;11600
NextFit;11300
NextFit;8600
NextFit;10600
NextFit;8600
NextFit;10100
NextFit;10200
NextFit;10800
NextFit;12900
NextFit;24400
NextFit;7600
NextFit;5800
NextFit;6500
NextFit;21000
NextFit;5700
NextFit;26500
NextFit;8500
NextFit;5900
NextFit;7400
NextFit;7700
NextFit;5900
NextFit;7300
NextFit;5800
NextFit;7200
NextFit;8500
NextFit;5700
NextFit;7300
NextFit;5800
NextFit;7200
NextFit;5700
NextFit;8000
NextFit;7500
NextFit;7800
NextFit;7200
NextFit;5700
NextFit;7900
NextFit;7300
NextFit;5700
NextFit;7300
NextFit;5700
NextFit;7200
NextFit;7400
NextFit;5700
NextFit;7400
NextFit;5700
NextFit;8700
NextFit;6400
NextFit;7600
NextFit;7500
NextFit;5600
NextFit;7600
NextFit;5700
NextFit;7400
NextFit;7200
NextFit;5700
NextFit;7300
NextFit;5600
NextFit;7500
NextFit;9000
NextFit;4900
NextFit;7900
NextFit;4800
NextFit;6800
NextFit;4700
NextFit;6300
NextFit;6300
NextFit;4600
NextFit;6400
NextFit;4700
NextFit;7200
NextFit;6600
NextFit;4900
NextFit;6400
NextFit;5000
NextFit;10900
NextFit;6300
NextFit;5300
NextFit;6300
NextFit;5100
NextFit;6200
NextFit;7000
NextFit;6600
NextFit;6100
NextFit;5200
NextFit;6100
NextFit;4600
NextFit;6500
NextFit;6100
NextFit;4500
NextFit;6100
NextFit;4600
NextFit;6700
NextFit;6900
NextFit;5200
NextFit;6300
NextFit;4600
NextFit;6100
NextFit;4700
NextFit;6400
NextFit;6200
NextFit;4700
NextFit;6100
NextFit;4700
NextFit;7000
NextFit;6200
NextFit;4600
NextFit;20200
NextFit;4800
NextFit;6700
NextFit;4800
NextFit;4800
NextFit;6400
NextFit;4900
NextFit;6400
NextFit;4900
NextFit;7200
NextFit;6400
NextFit;4800
NextFit;6400
NextFit;4900
NextFit;6400
NextFit;7600
NextFit;4800
NextFit;7300
NextFit;4800
NextFit;6400
NextFit;5300
NextFit;4700
NextFit;6300
NextFit;4700
NextFit;6200
NextFit;4700
NextFit;6300
NextFit;6200
NextFit;4700
NextFit;6400
NextFit;5200
NextFit;10500
NextFit;7000
NextFit;5500
NextFit;6600
NextFit;4900
NextFit;6500
NextFit;4900
NextFit;5000
NextFit;6700
NextFit;5000
NextFit;6600
NextFit;4900
NextFit;6900
NextFit;7300
NextFit;5300
NextFit;6500
NextFit;4800
NextFit;7100
NextFit;6400
NextFit;4900
NextFit;6500
NextFit;4800
NextFit;7100
NextFit;6100
NextFit;5000
NextFit;6600
NextFit;4800
NextFit;6400
NextFit;4900
NextFit;6800
NextFit;7000
NextFit;4900
NextFit;7100
NextFit;9900
NextFit;7300
NextFit;6500
NextFit;4900
NextFit;6400
NextFit;4900
NextFit;6800
NextFit;5000
NextFit;6700
NextFit;6500
NextFit;4900
NextFit;7100
NextFit;4900
NextFit;9700
NextFit;7200
NextFit;25400
NextFit;7300
NextFit;5000
NextFit;7100
NextFit;6500
NextFit;4900
NextFit;6300
NextFit;4700
NextFit;6300
NextFit;5500
NextFit;8500
NextFit;6900
NextFit;20600
NextFit;7400
NextFit;5500
NextFit;6000
NextFit;7100
NextFit;5500
NextFit;7000
NextFit;5300
NextFit;12800
NextFit;6400
NextFit;4500
NextFit;6400
NextFit;4600
NextFit;6500
NextFit;6800
NextFit;4500
NextFit;6300
NextFit;4600
NextFit;9200
NextFit;6400
NextFit;5000
NextFit;6200
NextFit;4500
NextFit;6500
NextFit;6400
NextFit;4500
NextFit;6300
NextFit;4500
NextFit;6600
NextFit;10800
NextFit;7700
NextFit;11600
NextFit;11100
