Algoritmo; tempo
NextFit;2917300
NextFit;17300
NextFit;16200
NextFit;10200
NextFit;10700
NextFit;55100
NextFit;14300
NextFit;9900
NextFit;9900
NextFit;16500
NextFit;11100
NextFit;10100
NextFit;12600
NextFit;10900
NextFit;12100
NextFit;10100
NextFit;11600
NextFit;9500
NextFit;7200
NextFit;8600
NextFit;8000
NextFit;7600
NextFit;7400
NextFit;6900
NextFit;9200
NextFit;7300
NextFit;7300
NextFit;6900
NextFit;24500
NextFit;8800
NextFit;6800
NextFit;13500
NextFit;8200
NextFit;15100
NextFit;8200
NextFit;7200
NextFit;7600
NextFit;9100
NextFit;7400
NextFit;10500
NextFit;7000
NextFit;9200
NextFit;7700
NextFit;8000
NextFit;7000
NextFit;7300
NextFit;10500
NextFit;7000
NextFit;7200
NextFit;7000
NextFit;7900
NextFit;7800
NextFit;6800
NextFit;7000
NextFit;7700
NextFit;6900
NextFit;17700
NextFit;7800
NextFit;7200
NextFit;7000
NextFit;7900
NextFit;10500
NextFit;7100
NextFit;178300
NextFit;10200
NextFit;7900
NextFit;6100
NextFit;7100
NextFit;5900
NextFit;6100
NextFit;5900
NextFit;9500
NextFit;6100
NextFit;5800
NextFit;5800
NextFit;6900
NextFit;8600
NextFit;5800
NextFit;5800
NextFit;5800
NextFit;5700
NextFit;5800
NextFit;5800
NextFit;8300
NextFit;5800
NextFit;7200
NextFit;6800
NextFit;5800
NextFit;5800
NextFit;9600
NextFit;6100
NextFit;8800
NextFit;6000
NextFit;9600
NextFit;7200
NextFit;6800
NextFit;6600
NextFit;6700
NextFit;8400
NextFit;6700
NextFit;5800
NextFit;7300
NextFit;5900
NextFit;5800
NextFit;5700
NextFit;5600
NextFit;5700
NextFit;6800
NextFit;5800
NextFit;5700
NextFit;7000
NextFit;5700
NextFit;5700
NextFit;10300
NextFit;6900
NextFit;5900
NextFit;6000
NextFit;5800
NextFit;7400
NextFit;5700
NextFit;9300
NextFit;5700
NextFit;7400
NextFit;5700
NextFit;6500
NextFit;5900
NextFit;5700
NextFit;14000
NextFit;9600
NextFit;5800
NextFit;5800
NextFit;5600
NextFit;5700
NextFit;5700
NextFit;6000
NextFit;8400
NextFit;5700
NextFit;5700
NextFit;5700
NextFit;6600
NextFit;6600
NextFit;5500
NextFit;6600
NextFit;8400
NextFit;6600
NextFit;5700
NextFit;5800
NextFit;5700
NextFit;6500
NextFit;5700
NextFit;9200
NextFit;6500
NextFit;5500
NextFit;5500
NextFit;5800
NextFit;5600
NextFit;6900
NextFit;5700
NextFit;5600
NextFit;6700
NextFit;6600
NextFit;5800
NextFit;5800
NextFit;6100
NextFit;6000
NextFit;9700
NextFit;5800
NextFit;5800
NextFit;5900
NextFit;7900
NextFit;6800
NextFit;6800
NextFit;8400
NextFit;6800
NextFit;5400
NextFit;4500
NextFit;4300
NextFit;4000
NextFit;4000
NextFit;4200
NextFit;6600
NextFit;4400
NextFit;4000
NextFit;4000
NextFit;4900
NextFit;3900
NextFit;3800
NextFit;6600
NextFit;4700
NextFit;5400
NextFit;3900
NextFit;5700
NextFit;4100
NextFit;4100
NextFit;4000
NextFit;4900
NextFit;3900
NextFit;3900
NextFit;4000
NextFit;5500
NextFit;3800
NextFit;3800
NextFit;6400
NextFit;4600
NextFit;3800
NextFit;3800
NextFit;3800
NextFit;3800
NextFit;3900
NextFit;7100
NextFit;4100
NextFit;3800
NextFit;3900
NextFit;5200
NextFit;4000
NextFit;3900
NextFit;3900
NextFit;7300
NextFit;4000
NextFit;3900
NextFit;3900
NextFit;5200
NextFit;3900
NextFit;4800
NextFit;6600
NextFit;4800
NextFit;3900
NextFit;6100
NextFit;4000
NextFit;4000
NextFit;3900
NextFit;3900
NextFit;6500
NextFit;3900
NextFit;3900
NextFit;3800
NextFit;3900
NextFit;4000
NextFit;4900
NextFit;6400
NextFit;4000
NextFit;5000
NextFit;4800
NextFit;4500
NextFit;4100
NextFit;4000
NextFit;4900
NextFit;23600
NextFit;3600
NextFit;3200
NextFit;4300
NextFit;3100
NextFit;3800
NextFit;3000
NextFit;5400
NextFit;4600
NextFit;3000
NextFit;2800
NextFit;2900
NextFit;3000
NextFit;2900
NextFit;5400
NextFit;2800
NextFit;2800
NextFit;2800
NextFit;2900
NextFit;2700
NextFit;2800
NextFit;3700
NextFit;7800
NextFit;2900
NextFit;2800
NextFit;2700
NextFit;3000
NextFit;2800
NextFit;2700
NextFit;6500
NextFit;2700
NextFit;2700
NextFit;2700
NextFit;2600
NextFit;2600
NextFit;2700
NextFit;2700
NextFit;5700
NextFit;2700
NextFit;2700
NextFit;2700
NextFit;3300
NextFit;2700
NextFit;2700
NextFit;5100
NextFit;2700
NextFit;2900
NextFit;2800
NextFit;2700
NextFit;2700
NextFit;2700
NextFit;2700
NextFit;2600
NextFit;10600
NextFit;2800
NextFit;2600
NextFit;2400
NextFit;2300
NextFit;2100
NextFit;20000
NextFit;1800
NextFit;1600
NextFit;1800
NextFit;1600
NextFit;1600
NextFit;1500
NextFit;4100
NextFit;1500
NextFit;2600
NextFit;2200
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;3600
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;3600
NextFit;1400
NextFit;1500
NextFit;1600
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;2400
NextFit;1500
NextFit;3500
NextFit;1600
NextFit;1400
NextFit;1500
NextFit;2300
NextFit;1500
NextFit;1500
NextFit;3500
NextFit;1600
NextFit;1400
NextFit;1600
NextFit;1500
NextFit;1600
NextFit;1500
NextFit;1600
NextFit;4000
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;3700
NextFit;6300
NextFit;1600
NextFit;1600
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1600
NextFit;1500
NextFit;2100
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;3400
NextFit;2000
NextFit;1500
NextFit;1400
NextFit;3000
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;3500
NextFit;1500
NextFit;1300
NextFit;1400
NextFit;2100
NextFit;1500
NextFit;1400
NextFit;3500
NextFit;1500
NextFit;1500
NextFit;2100
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;3500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;3600
NextFit;1500
NextFit;1400
NextFit;1800
NextFit;1600
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;24000
NextFit;1600
NextFit;1400
NextFit;1400
NextFit;3600
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1600
NextFit;1500
NextFit;1400
NextFit;1600
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;4300
NextFit;1600
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;1300
NextFit;3500
NextFit;1400
NextFit;1300
NextFit;1400
NextFit;7100
NextFit;1800
NextFit;1600
NextFit;1500
NextFit;7000
NextFit;1700
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1500
NextFit;3600
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;3500
NextFit;1600
NextFit;1500
NextFit;1700
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1600
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;3600
NextFit;1400
NextFit;1500
NextFit;1600
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;3600
NextFit;2400
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;21200
NextFit;1700
NextFit;1500
NextFit;10500
NextFit;1900
NextFit;1700
NextFit;1800
NextFit;1600
NextFit;1500
NextFit;1600
NextFit;4400
NextFit;1600
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;3500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;3500
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;2100
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;3500
NextFit;1400
NextFit;1500
NextFit;1300
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;3700
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;1500
NextFit;1600
NextFit;3500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;2700
NextFit;1400
NextFit;3600
NextFit;1500
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;2400
NextFit;1600
NextFit;1500
NextFit;1400
NextFit;2800
NextFit;1700
NextFit;3800
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;3400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1300
NextFit;3600
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;3400
NextFit;1400
NextFit;2100
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;3500
NextFit;1400
NextFit;1400
NextFit;2000
NextFit;1400
NextFit;2400
NextFit;1700
NextFit;3800
NextFit;2400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;3000
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;3400
NextFit;1500
NextFit;1400
NextFit;1600
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;3500
NextFit;1400
NextFit;1400
NextFit;2000
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;3400
NextFit;1400
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;3500
NextFit;1400
NextFit;1400
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;3500
NextFit;2800
NextFit;1400
NextFit;1500
NextFit;1500
NextFit;1400
NextFit;1500
NextFit;3400
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1300
NextFit;1300
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1300
NextFit;1300
NextFit;1600
NextFit;1400
NextFit;3500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1300
NextFit;3400
NextFit;2200
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1900
NextFit;1400
NextFit;1400
NextFit;3400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;3500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1300
NextFit;1400
NextFit;1500
NextFit;1400
NextFit;1400
NextFit;1400
NextFit;1300
NextFit;1600
NextFit;1400
