Algoritmo; Capacidade Máxima; Nome do Arquivo
Next_Fit;80;exemploGerado_17caixas_tamanho80

Caixas:
72
68
63
59
57
57
54
54
46
45
45
43
42
41
41;36
35;32
29;28
27;27
27;26;26
24;22;21
18;18;17;16
16;15;14;14;13
12;11;11;8;8;6;5;3
