Algoritmo; Capacidade Máxima; Nome do Arquivo
First_Fit;80;exemploGerado_17caixas_tamanho80

Caixas:
72;8
68;12
63;17
59;21
57;22
57;18;5
54;26
54;26
46;32
45;35
45;29;6
43;36
42;28;8
41;27;11
41;27;11
27;24;18;3
16;16;15;14;14
13
